,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
482339,482340,B0018KLPFK,A1EO55TS5OD00L,"lissa80634 ""lissa80634""",4,22,1,1233360000,say,"worth money healthy . unprocessed cashew pecan compared fat , calorie protien content lara bar person would better eating nut mixed sugar added dried fruit . also , texture leaf something desired ."
155022,155023,B0067OTDHO,A2C92VRI77G31D,"Cindy E. Lamberts ""Indys""",3,3,5,1268352000,"last , canned food eat !","two siberian cat refused almost dozen canned food , , could get enough ! thank ! superb supplement dry food diet ."
278967,278968,B001E6EE88,A2WY8MWH4SDGLY,"I. Zhou ""Zeta""",0,1,5,1304208000,crispy sweet,"bought 4-pack april 2011 , expires le year : feb 2012. make sure finish le year make plunge . flavor market ."
364629,364630,B000PDY3HI,A2LOZZX0E56N3L,lalo,0,0,4,1323216000,packaged popcorn,"used packaged product stove top popcorn kettle . result excellent . easy popping , excellent taste , small amount kernel left kettle ."
273177,273178,B007PA33NY,A2RIYGWGTK28VH,Strgte54,2,2,5,1240012800,great coffee !,coffee bold without bitter - best `` strong '' coffee purchased k-cups .
154000,154001,B005VOOM2W,AOB4C1N5V3CUE,Kelly Jo,0,0,5,1333324800,good coffee,"like coffee . 's little different french roast 'm used , different good way . 's got hint smokey flavor . maybe 'm saying right , 's seems . 's rich , like french roast , different , like said . 's good coffee ."
81131,81132,B0040DWCXG,A3326SFU7ACBCU,Chef Cook,0,0,5,1345766400,.,"since looking purchasing xanthan gum assume know . act like , resealable pouch nice ."
521357,521358,B007JFXWRC,AJX23GRISOTOD,Louis Coniglio,0,0,4,1348790400,better fruit tea,"lot fruit flavored tea sour , one least sour 've experienced . seems drying process make lot sugar required balance . bad , best coupled agave honey mellow . still , good fruit vanilla flavor . recommended ."
69245,69246,B0018KR8V0,A3QWPNDJ7ET7BL,Dagger,10,12,5,1150675200,perfect snack .,"gluten , added sugar , raw , vegan ... 'd think would pretty darn bland nasty . well , 'd wrong . amazing ! sometimes simple natural better , one case . far prefer fancy energy bar like luna bar , clif bar , etc . simply nut dried fruit , satisfy sweet tooth also give energy need get day . eat mid-morning mid-afternoon stack . cherry pie far tastiest flavor . tart tasty. < br / > < br / > 'm confused n't listed amazon 's gluten-free section , though ?"
504951,504952,B003DVMYUW,A2Z0Y62EU60HM7,Jean Van Zyl,10,10,2,1298073600,list sucralose ingredient ( saw purchase ),"disappointed item , thought would 100 % xylitol . mixture xylitol sucralose ( splenda ) . would never bought dangerous sweetener , pretty bummed wasted $ $ $ ."
412944,412945,B000E4C2LW,A3B2FJQBTKL45R,J. Swan,0,0,5,1240790400,nature 's path organic corn flake,"found nature 's path organic corn flake best gluten free cereal . tried many different brand cereal like best . stay crunchy even pour milk . sweetened grape juice concentrate find sweet . like price buying line amazon . every time wanted buy box grocery store ( fredmeyer ) , price kept going ! enjoy breakfest enjoy night snack . celiac disease often n't know eat , nature 's path corn flake solves problem . highly recommend ."
222308,222309,B004E4CCSQ,A17OYW896EY37V,Leda's Grandma,0,0,4,1323648000,good option,"really liked . peach tea flavoring water calorie . liked taste better calorie item tried love convenience . carry little bottle purse always ability flavor bottle water without loading calories. < br / > happen like peach flavor , think something person try . n't notice chemical flavor smell , think vary person well. < br / > would say item person try , like peach flavored tea would try one ."
362281,362282,B001BLX9C8,AG7OFIUYSZVPJ,"BB ""BonniBling""",0,0,5,1317427200,wow ! ! !,"could without hot pepper element , 's still awesome sauce worthy five ( ! ) star ."
266397,266398,B003QKBDX4,A1XPZ89PSXSZGL,"J. James ""Jinny Lee""",0,1,4,1312934400,great quick iced coffee .,"originally purchased local grocery store loved , searched item amazon able purchase larger quantity great price. < br / > < br / > via iced coffee n't quite good went starbucks purchased directly , come already sweetened , n't option customize drink splenda , etc . however , 're looking quick iced coffee 's great find . keurig make iced coffee , even iced coffee pod - either drink coffee ice cold watered slightly warm . n't worry starbucks via , 's powder , ice cold coffee without get watery ."
252326,252327,B000GZW5AC,A9G8CIGOXJO07,M. A. Bolton,0,1,3,1171756800,good crumbly,"chip good blue corn chip 've tasted , shipping process apparently left crumbles . n't think whole chip bag ."
432408,432409,B003A199AI,A3ICTZ63U7OPPZ,Jwitman,2,2,4,1348099200,excellent lowfat snack,"smart fry tasty . variety tasty , favorite flavor honey mustard . overly salty hit spot looking crunchy , low fat snack ."
161988,161989,B000GPKC0C,AGL70G3MU6IQE,Shirley L. Loveday,0,0,5,1332633600,love tea .,box tea arrived amazon package right size really good traveling place along way .
330687,330688,B0000CH4FA,A33BLR4B01MGRY,"Philip G. Hovatter ""SteepingPhil""",0,2,1,1295568000,hate,"ca n't begin tell much hate tea . looking good cinnamon tea encouraged positive review particular blend . wanted start 4-oz . tin loose tea , size sold , sprang full pound bag . note self : n't ever ! < br / > < br / > hate tea much ? call crazy stodgy whatever like , believe flavored tea first foremost taste like tea . know 're drinking tea flavor added . tea completely overwhelmed hot cinnamon . taste exactly like drinking atomic fireball . exactly . like atomic fireball , n't want tea taste like one. < br / > < br / > 've tried adding pinch hot cinnamon tea unflavored tea , trying find right balance cinnamon flavor tea taste . n't found yet . hot cinnamon dominates everything 've tried with. < br / > < br / > know blend appeal lot people . look review . 'm one . love tea , look elsewhere . stuff n't resemble real loose leaf tea ."
325966,325967,B004OCLTGY,A2QDSC731OQC3P,Nu Mantra,0,0,5,1344988800,tasty chip,"ok- sound greedy , one day , friend nightly stroll ; know , getting exercise . came health food store , bought first time . um .... finished whole bag got back house , came ordered whole damn box these. < br / > < br / > lightest chip ever tasted . greasy - right amount seasoning . anyone ever fried anything coconut oil , might agree food fry simply turn crispy light . assuming case avocado oil , see taste chip. < br / > < br / > oh , box chip - lasted week . ya , oink ! enjoy ."
410681,410682,B003BOPRT6,A1L9S066W6IRWR,"K. Sirak ""vetivettivechi_1999""",1,3,4,1288310400,precisely expected,admit misreading ad know appearance ad usually 2 box delivered surprised receipt one .
34645,34646,B001EQ582E,A36NXCM6EA9FQK,janicedallas,1,1,5,1334534400,colman 's mustard powder,love powder . add wee bit sugar salt 1/2 cup powder . mix cold water loose toothpaste consistency . use almost kind chicken chinese dish .
224084,224085,B002910MW4,A2AN0EAMDABXDV,S. Siegel,10,10,5,1251331200,calorie counter 's dream,"'m serious calorie counter love evening ice cream treat . 've relying skinny cow year 's fine , often pined alternative would give treat calorie . 've found dream . 's almost unbelievable eat whole pint le 150 calorie . stuff good tasting.it 's premium , high fat content , high calorie premium ice cream good , need anyway . chocolate flavor really chocolatey , consistency smooth satisfaction destroying calorie limit day priceless ! bravo arctic zero !"
46369,46370,B002GJ9JWS,ADU3743ZP40C7,Erin S Graves,1,1,5,1301875200,ca n't live without ! ! ! !,pb2 best diet `` friendly '' food ever ate . true heart peanut butter nut say least . taste great ! ! !
71095,71096,B002PI82P0,A10I7UYS0NVH56,kathyo,6,10,2,1282176000,"okay , ...","maker got great review , machine purchased quality would expect price . machine almost plastic door tray fit snugly . ship back warranty 3 month quit working . foot shipping warranty repair center tune $ 35. < br / > < br / > returned , day yesterday , dirty repair order stated either bean water cause. < br / > < br / > used 10 cup since 's already working properly using coffee. < br / > < br / > would purchase . say customer service rep nice phone .... 's enough spending $ 500 ."
343306,343307,B000WFEN74,A29JUMRL1US6YP,HTBK,4,5,5,1278201600,fantastic food good cat health,"pet food industry one infuriating start research discovering trash manufacturer ( vet get paid manufacturer ) push onto unsuspecting public . reference , n't ask vet - internet research site like , example , [ ... ] . 'll find even supposed `` high-end '' line basically every major supermarket label horrible fuzzy friend . people trust marketing trust vet overpay feed cat food full carcinogen , cheap ingredient inappropriate cat 's digestive system , byproduct provide nothing value basically way make cheap profit literal garbage . 's tragedy , cat end shorter lifespan , kidney problem , utis , cancer , host issue , could avoided high quality food. < br / > < br / > a-grade food . 'll find high protein content , many meat meal , good carbs oil , grain , great cat omnivore , 's carnivore , simply need grain . 50 percent protein , among highest 'll see cat food . first 4 ingredient meats. < br / > < br / > find kind junk 'll see thing like purina one science diet - byproduct ( aka beak , feather , bird foot ) , brewer rice ( aka waste product making beer ) , wheat flour ( leading cause pet allergy ) , corn gluten ( cheap waste space ) , thing like `` liver flavor '' ( n't want pay real thing ) . n't pull ingredient air - reading ingredient list purina one . 's pathetic. < br / > < br / > n't feed cat trash . pay little feed good food , 'll lead longer , healthier , satisfied life result . 's worth ."
380297,380298,B000F9XBGG,A1LP1PGQLL9B5F,Andy L.,0,0,5,1318636800,nom nom nom,"best cracker available . every time start new stack , stop finishing . go great tuna light snack . definitely something every pantry ."
8189,8190,B000FFILBA,A20PXGVX8OVEOM,ISaidThat,2,2,4,1187913600,taste like green oolong,"bad . tea taste like oolong tea . 'm sure say 's oolong , probably oolong , really taste like green tea . 's also mildly flavored . find benefit longer brew time recommended . 's certainly bitterness upon brewing tea would black tea , slight floral flavor fragrance seems enhanced rather harmed . flower bloom durable : put unfinished pot refrigerator overnight try iced tea , flower survived perfectly well without disintegrating . anything , tea benefited additional overnight brew . served cold , flavor come even 're partial iced tea. < br / > < br / > flower arrangement upon brewing pretty -- nowhere near pretty perfect picture numi show website , 's likely bloom lopsided flower right side . even bloom upside . n't expect perfection 'll pleased ."
100823,100824,B000J2UNW4,A3EHITMF56JH1J,KREK,2,2,5,1201392000,tasty easy,"beyond expectation . variety great blend different soup easy fix . even husband liked . quickly ordered another set , good . tasty easy"
893,894,B0041QIHC2,AK09TO4RIP6IR,Kristen Alexander,0,0,5,1284681600,strictly best !,"best coffee 've ever . light taste full bodied . pleased packaging , resealable keep stay fresher much longer unlike brand construction stay intact . must say wont displeased purchase , must buy !"
161413,161414,B002BB2E5U,A36MP37DITBU6F,"Enchanted  In  Dixie ""Enchanted""",6,6,5,1249689600,excellent organic real fruit snack age . 9 yr old call banana sauce . also make great baby food .,"cool organic fruit snack great age kid . looking organic fruit snack son lunch box prefect . great prepackaged , keep well , refrigeration required . great go , lunch box , camping , picnic , anytime . keep organic fruit shelf ready anytime. < br / > < br / > never put label like tot baby , unfortunately organic snack seem geared toward . son love banana apple sauce , thought would try . call banana sauce . even wanted freeze . popped freezer cut bottom banana sorbet . loved it. < br / > < br / > also love cap collecting make something . hole could strung together ."
483340,483341,B003Y7MHCK,A2T1KMJV3BFY17,"irkm ""irkm""",0,0,5,1346544000,lay dip smooth ranch,love product . tasty . use vegetable hamburger . love . order .
86946,86947,B0030JFYYA,A1OP9CFZU62EOS,"Dan ""danluporini11""",2,2,5,1320710400,best solution dog weak intestinal system .,"'ve tried 7 different dry food 3 different wet food . non , non made dog normal running intestine , ever . started mixing preference oma 's pride ( wet ) 2 year never intestine issue . highly recommended worth every penny ."
479978,479979,B001652KK6,A3MYG6ETH5REEN,R. Andrews,9,10,5,1286496000,identify expiration date,"received box kraft fat free mayonnaise packet immediately checked individual packet expiration date none . looked box found upc code another code 7 alpha-numeric character ( ex : 08m07c0 ) . called kraft food told code next upc code expiration date . using code box example ( 08m07c0 ) , code read mm ( letter ) dd ( letter ) y. translates august 7 , 2010. asked letter code told nothing manufacturing date . kraft food also said packet shelf life 5 month . box manufactured 08/07/10 expires 01/07/11 . kraft food recommend using packet expiration date . would like see amazon list expiration date stock know much useful life left grocery item . maybe could create link page could click expiration date displayed ."
